date,channel,video_title,views,likes,comment_text,video_id,stress_score,keyword_score,intensity_score,engagement_weight
2018-01-01,2M Maroc,[simule] Video economie 2018-01,144749,6127,[simule],sim_2M M_0,0.2963603292422074,0.0,0.0,8.720623711420426
2018-01-01,2M Maroc,[simule] Video economie 2018-01,144749,6127,[simule],sim_2M M_0,0.3385030578582473,0.0,0.0,8.720623711420426
2018-01-01,2M Maroc,[simule] Video economie 2018-01,144749,6127,[simule],sim_2M M_0,0.3354236643994105,0.0,0.0,8.720623711420426
2018-01-01,2M Maroc,[simule] Video economie 2018-01,144749,6127,[simule],sim_2M M_0,0.3551205183642663,0.0,0.0,8.720623711420426
2018-01-01,2M Maroc,[simule] Video economie 2018-01,144749,6127,[simule],sim_2M M_0,0.2863721649508674,0.0,0.0,8.720623711420426
2018-01-01,2M Maroc,[simule] Video economie 2018-01,144749,6127,[simule],sim_2M M_0,0.2571390104727417,0.0,0.0,8.720623711420426
2018-01-01,2M Maroc,[simule] Video economie 2018-01,144749,6127,[simule],sim_2M M_0,0.28806121957513964,0.0,0.0,8.720623711420426
2018-01-01,2M Maroc,[simule] Video economie 2018-01,144749,6127,[simule],sim_2M M_0,0.14337575950049283,0.0,0.0,8.720623711420426
2018-01-01,2M Maroc,[simule] Video economie 2018-01,144749,6127,[simule],sim_2M M_0,0.16499573603863768,0.0,0.0,8.720623711420426
2018-01-01,2M Maroc,[simule] Video economie 2018-01,144749,6127,[simule],sim_2M M_0,0.1761928934448193,0.0,0.0,8.720623711420426
2018-01-01,2M Maroc,[simule] Video economie 2018-01,144749,6127,[simule],sim_2M M_0,0.20548364407258218,0.0,0.0,8.720623711420426
2018-01-01,2M Maroc,[simule] Video economie 2018-01,144749,6127,[simule],sim_2M M_0,0.3312155389618248,0.0,0.0,8.720623711420426
2018-01-01,2M Maroc,[simule] Video economie 2018-01,144749,6127,[simule],sim_2M M_0,0.21374274357431006,0.0,0.0,8.720623711420426
2018-01-01,2M Maroc,[simule] Video economie 2018-01,144749,6127,[simule],sim_2M M_0,0.2612012286931705,0.0,0.0,8.720623711420426
2018-01-01,2M Maroc,[simule] Video economie 2018-01,144749,6127,[simule],sim_2M M_0,0.4121664053574614,0.0,0.0,8.720623711420426
2018-01-01,2M Maroc,[simule] Video economie 2018-01,144749,6127,[simule],sim_2M M_0,0.26317210116118717,0.0,0.0,8.720623711420426
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.2767464783486288,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.2097338736147632,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.2647228817256649,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.3708635909278811,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.13977702046940416,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.33433398647584267,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.31663206276662054,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.24176236254400402,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.16509065166175463,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.3017275142509638,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.2475815147409733,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.31617671757863886,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.29720255165382536,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.4393959587755979,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.2736938520841433,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.20312108422074768,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,33093,1991,[simule],sim_2M M_0,0.311370665702784,0.0,0.0,7.596894438144544
2018-01-01,2M Maroc,[simule] Video economie 2018-01,90422,1167,[simule],sim_2M M_0,0.3703958706890276,0.0,0.0,7.0630481633881725
2018-01-01,2M Maroc,[simule] Video economie 2018-01,90422,1167,[simule],sim_2M M_0,0.32735425388017136,0.0,0.0,7.0630481633881725
2018-01-01,2M Maroc,[simule] Video economie 2018-01,90422,1167,[simule],sim_2M M_0,0.4269331187664761,0.0,0.0,7.0630481633881725
2018-01-01,2M Maroc,[simule] Video economie 2018-01,90422,1167,[simule],sim_2M M_0,0.18824718366765897,0.0,0.0,7.0630481633881725
2018-01-01,2M Maroc,[simule] Video economie 2018-01,90422,1167,[simule],sim_2M M_0,0.23765822060923825,0.0,0.0,7.0630481633881725
2018-01-01,2M Maroc,[simule] Video economie 2018-01,90422,1167,[simule],sim_2M M_0,0.21184402383021828,0.0,0.0,7.0630481633881725
2018-01-01,2M Maroc,[simule] Video economie 2018-01,90422,1167,[simule],sim_2M M_0,0.2601529762726964,0.0,0.0,7.0630481633881725
2018-01-01,2M Maroc,[simule] Video economie 2018-01,99304,3404,[simule],sim_2M M_0,0.2752358158178259,0.0,0.0,8.133000218583613
2018-01-01,2M Maroc,[simule] Video economie 2018-01,99304,3404,[simule],sim_2M M_0,0.16286329205147632,0.0,0.0,8.133000218583613
2018-01-01,2M Maroc,[simule] Video economie 2018-01,99304,3404,[simule],sim_2M M_0,0.20383374124803677,0.0,0.0,8.133000218583613
2018-01-01,2M Maroc,[simule] Video economie 2018-01,99304,3404,[simule],sim_2M M_0,0.3234521048272331,0.0,0.0,8.133000218583613
2018-01-01,2M Maroc,[simule] Video economie 2018-01,99304,3404,[simule],sim_2M M_0,0.3706672496672098,0.0,0.0,8.133000218583613
2018-01-01,2M Maroc,[simule] Video economie 2018-01,99304,3404,[simule],sim_2M M_0,0.47494163880897633,0.0,0.0,8.133000218583613
2018-01-01,2M Maroc,[simule] Video economie 2018-01,99304,3404,[simule],sim_2M M_0,0.5574834804973752,0.0,0.0,8.133000218583613
2018-01-01,2M Maroc,[simule] Video economie 2018-01,99304,3404,[simule],sim_2M M_0,0.3325327075515552,0.0,0.0,8.133000218583613
2018-01-01,2M Maroc,[simule] Video economie 2018-01,99304,3404,[simule],sim_2M M_0,0.20617742775384776,0.0,0.0,8.133000218583613
2018-01-01,2M Maroc,[simule] Video economie 2018-01,99304,3404,[simule],sim_2M M_0,0.10335169329089772,0.0,0.0,8.133000218583613
2018-01-01,2M Maroc,[simule] Video economie 2018-01,99304,3404,[simule],sim_2M M_0,0.3193298901676607,0.0,0.0,8.133000218583613
2018-01-01,2M Maroc,[simule] Video economie 2018-01,99304,3404,[simule],sim_2M M_0,0.22207115997878618,0.0,0.0,8.133000218583613
2018-01-01,2M Maroc,[simule] Video economie 2018-01,99304,3404,[simule],sim_2M M_0,0.25785370514054384,0.0,0.0,8.133000218583613
2018-01-01,2M Maroc,[simule] Video economie 2018-01,99304,3404,[simule],sim_2M M_0,0.2401471466413328,0.0,0.0,8.133000218583613
2018-01-01,2M Maroc,[simule] Video economie 2018-01,118592,1365,[simule],sim_2M M_0,0.30937022962679656,0.0,0.0,7.2196420401307355
2018-01-01,2M Maroc,[simule] Video economie 2018-01,118592,1365,[simule],sim_2M M_0,0.28095872322323356,0.0,0.0,7.2196420401307355
2018-01-01,2M Maroc,[simule] Video economie 2018-01,118592,1365,[simule],sim_2M M_0,0.2020270208023925,0.0,0.0,7.2196420401307355
2018-01-01,2M Maroc,[simule] Video economie 2018-01,118592,1365,[simule],sim_2M M_0,0.1445143935333234,0.0,0.0,7.2196420401307355
2018-01-01,2M Maroc,[simule] Video economie 2018-01,118592,1365,[simule],sim_2M M_0,0.25146814674011575,0.0,0.0,7.2196420401307355
2018-01-01,2M Maroc,[simule] Video economie 2018-01,118592,1365,[simule],sim_2M M_0,0.2903954289830667,0.0,0.0,7.2196420401307355
2018-01-01,2M Maroc,[simule] Video economie 2018-01,118592,1365,[simule],sim_2M M_0,0.454349550778905,0.0,0.0,7.2196420401307355
2018-01-01,2M Maroc,[simule] Video economie 2018-01,118592,1365,[simule],sim_2M M_0,0.30696056548927525,0.0,0.0,7.2196420401307355
2018-01-01,2M Maroc,[simule] Video economie 2018-01,118592,1365,[simule],sim_2M M_0,0.3836824145487907,0.0,0.0,7.2196420401307355
2018-01-01,2M Maroc,[simule] Video economie 2018-01,118592,1365,[simule],sim_2M M_0,0.25029925468819186,0.0,0.0,7.2196420401307355
2018-01-01,2M Maroc,[simule] Video economie 2018-01,165432,4320,[simule],sim_2M M_0,0.22996551274849775,0.0,0.0,8.371242135931933
2018-01-01,2M Maroc,[simule] Video economie 2018-01,165432,4320,[simule],sim_2M M_0,0.48679813447588033,0.0,0.0,8.371242135931933
2018-01-01,2M Maroc,[simule] Video economie 2018-01,165432,4320,[simule],sim_2M M_0,0.2213110574265208,0.0,0.0,8.371242135931933
2018-01-01,2M Maroc,[simule] Video economie 2018-01,165432,4320,[simule],sim_2M M_0,0.37069988689298655,0.0,0.0,8.371242135931933
2018-01-01,2M Maroc,[simule] Video economie 2018-01,165432,4320,[simule],sim_2M M_0,0.21397241252888316,0.0,0.0,8.371242135931933
2018-01-01,2M Maroc,[simule] Video economie 2018-01,165432,4320,[simule],sim_2M M_0,0.3790774297153975,0.0,0.0,8.371242135931933
2018-01-01,2M Maroc,[simule] Video economie 2018-01,165432,4320,[simule],sim_2M M_0,0.3298814455062432,0.0,0.0,8.371242135931933
2018-01-01,2M Maroc,[simule] Video economie 2018-01,165432,4320,[simule],sim_2M M_0,0.28113844776748736,0.0,0.0,8.371242135931933
2018-01-01,2M Maroc,[simule] Video economie 2018-01,8445,235,[simule],sim_2M M_0,0.33538235669010275,0.0,0.0,5.4638318050256105
2018-01-01,2M Maroc,[simule] Video economie 2018-01,8445,235,[simule],sim_2M M_0,0.25428734532604536,0.0,0.0,5.4638318050256105
2018-01-01,2M Maroc,[simule] Video economie 2018-01,8445,235,[simule],sim_2M M_0,0.1849313398176632,0.0,0.0,5.4638318050256105
2018-01-01,2M Maroc,[simule] Video economie 2018-01,8445,235,[simule],sim_2M M_0,0.1802214768679498,0.0,0.0,5.4638318050256105
