date,source,article_title,comment_text,comment_count,stress_score,keyword_score,intensity_score,engagement_weight
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],12,0.3011464816530282,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],12,0.2631882126883966,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],5,0.3006484159026544,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],9,0.3154194919080045,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],12,0.2543098444294278,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],6,0.2558112263176698,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],6,0.1272019284735392,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],15,0.1563727142018295,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],4,0.1824089369820631,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],7,0.1897503587613768,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],14,0.2319356788670305,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],12,0.2336875655052676,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],15,0.3211899286675486,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],13,0.2457536785607713,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],8,0.1861869187973351,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],8,0.3294133341867733,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],14,0.1240030493347937,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],12,0.2812075313767639,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],6,0.2146566867344381,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],9,0.2679590438072912,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],14,0.2198292664650775,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],11,0.2639368548320571,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],8,0.3903309944958549,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],4,0.1803088837804324,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],11,0.276530733986687,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],13,0.3709236892094166,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],3,0.3289975828633479,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],11,0.3792529144877466,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],4,0.1670876388443536,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],13,0.1880626078777397,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],15,0.0994705632230004,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],10,0.2604175307726575,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],6,0.0919409514672925,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],3,0.1283591285309018,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],9,0.2766555804590557,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],13,0.3693439263628481,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],11,0.2427582096895849,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],9,0.130442405424956,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],10,0.231022372015012,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],9,0.1445701674026791,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],10,0.1606377111027205,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],9,0.1983421841141943,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],7,0.2221693404231327,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],13,0.1969146680644101,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],6,0.0756308194511566,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],10,0.1707008223016387,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],4,0.2320603963836192,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],6,0.3510398481138958,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],12,0.3610468472683801,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],10,0.1876321850731735,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],14,0.2052183454079457,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],4,0.4527052649813486,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],10,0.2167167520485846,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],8,0.2101935121395734,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],13,0.356953527416475,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],11,0.2698966545738883,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],6,0.2791666842957008,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],15,0.318113462505102,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],15,0.2460290079592731,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],6,0.1801926804409659,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],8,0.2962347198043051,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],4,0.2952270154724106,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],12,0.2729366202977449,0.0,0.0,1.0
