date,source,article_title,comment_text,comment_count,stress_score,keyword_score,intensity_score,engagement_weight
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],12,0.3011464816530282,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],12,0.26318821268839665,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],5,0.3006484159026544,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],9,0.31541949190800456,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],12,0.2543098444294278,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],6,0.2558112263176698,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],6,0.12720192847353928,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],15,0.1563727142018295,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],4,0.18240893698206312,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],7,0.1897503587613768,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],14,0.2319356788670305,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],12,0.2336875655052676,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],15,0.3211899286675486,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],13,0.2457536785607713,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],8,0.18618691879733518,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],8,0.3294133341867733,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],14,0.12400304933479378,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],12,0.2812075313767639,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],6,0.21465668673443813,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],9,0.26795904380729124,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],14,0.2198292664650775,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],11,0.2639368548320571,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],8,0.39033099449585495,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],4,0.18030888378043247,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],11,0.276530733986687,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],13,0.3709236892094166,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],3,0.32899758286334796,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],11,0.3792529144877466,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],4,0.16708763884435363,0.0,0.0,1.0
2018-01-01,hespress,[simule] Article economie 2018-01,[simule],13,0.1880626078777397,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],15,0.09947056322300048,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],10,0.26041753077265756,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],6,0.09194095146729256,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],3,0.12835912853090187,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],9,0.2766555804590557,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],13,0.3693439263628481,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],11,0.2427582096895849,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],9,0.13044240542495605,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],10,0.23102237201501205,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],9,0.1445701674026791,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],10,0.16063771110272054,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],9,0.19834218411419435,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],7,0.22216934042313274,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],13,0.19691466806441013,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],6,0.07563081945115663,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],10,0.17070082230163872,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],4,0.23206039638361925,0.0,0.0,1.0
2018-02-01,hespress,[simule] Article economie 2018-02,[simule],6,0.3510398481138958,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],12,0.36104684726838016,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],10,0.18763218507317359,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],14,0.20521834540794578,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],4,0.45270526498134867,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],10,0.21671675204858465,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],8,0.21019351213957344,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],13,0.35695352741647507,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],11,0.2698966545738883,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],6,0.2791666842957008,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],15,0.318113462505102,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],15,0.24602900795927313,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],6,0.18019268044096598,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],8,0.2962347198043051,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],4,0.2952270154724106,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],12,0.27293662029774496,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],4,0.3869078257230815,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],9,0.29997828649564406,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],7,0.37093078319132666,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],11,0.3167282014634646,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],12,0.297086441364288,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],12,0.18447016384889553,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],15,0.41450192096503546,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],6,0.4203209440491993,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],14,0.2517727006956565,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],4,0.39934322976591174,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],12,0.394858232398106,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],14,0.21084952487006942,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],15,0.25085927655776835,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],13,0.28201793704892986,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],8,0.3094336502904502,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],4,0.3950262352916329,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],6,0.3339427898486842,0.0,0.0,1.0
2018-03-01,hespress,[simule] Article economie 2018-03,[simule],4,0.11841391830405373,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],9,0.2237786248637577,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],12,0.22098485713288735,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],10,0.26450717123112244,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],3,0.18512562906802227,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],12,0.2936875658947408,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],8,0.3303181814831285,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],4,0.25250349182050114,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],15,0.3714576725115557,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],6,0.3342862814475015,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],7,0.27887659214719535,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],15,0.23556163755353116,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],9,0.31063678978888515,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],3,0.3053629151634843,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],13,0.2984762290174173,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],4,0.3094953128982998,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],3,0.441384615389721,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],15,0.22297757844248178,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],12,0.17416168634022716,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],13,0.24398048537010847,0.0,0.0,1.0
2018-04-01,hespress,[simule] Article economie 2018-04,[simule],14,0.3877053361582461,0.0,0.0,1.0
