date,ipc,ipc_yoy,ipc_mom,ipc_change
2010-01-01,0.9978589994082783,,,
2010-02-01,0.9977893389091325,,-0.0069809962316425,
2010-03-01,1.002742115149874,,0.496374940842359,
2010-04-01,1.0053766004992444,,0.262728104222143,
2010-05-01,1.0029591946612493,,-0.240447792080567,
2010-06-01,1.0051837170410762,,0.22179590073734268,
2010-07-01,1.0077487409256933,,0.25517960957104346,
2010-08-01,1.0068338552895668,,-0.09078509344364605,
2010-09-01,1.0066323325103188,,-0.02001549492890442,
2010-10-01,1.004699886163434,,-0.19197141642229854,
2010-11-01,1.0070497878742286,,0.23389091042580468,
2010-12-01,1.0073173728346503,,0.026571174895595462,
2011-01-01,1.0075009698349886,0.9662658183599016,0.018226331173232246,0.14359034010743962
2011-02-01,1.0109552453720958,1.319507630474126,0.3428558026770778,0.19753483581973535
2011-03-01,1.012156058533926,0.9388199858988422,0.11878005157273108,0.13939901410711536
2011-04-01,1.012430239387867,0.701591710521221,0.02708879244750495,0.10317125384467707
2011-05-01,1.0161101064970661,1.311211054828476,0.363468707871073,0.19626784370839725
2011-06-01,1.0152849637699892,1.0049154754165457,-0.08120603483824373,0.1494926319309785
2011-07-01,1.0183787653619443,1.05482884815975,0.3047224870214915,0.157115035705369
2011-08-01,1.0166525083937945,0.9752009283998442,-0.16951030666240152,0.14495484450275373
2011-09-01,1.0157144872765997,0.9022315768093758,-0.09226565709031798,0.13381150093750166
2011-10-01,1.014210112532709,0.9465738475985086,-0.14811000165256827,0.14058312692973937
2011-11-01,1.0167316262076165,0.9614061241028704,0.24861847103956336,0.1428482032849541
2011-12-01,1.015003822215253,0.7630613337852754,-0.16993707560843951,0.11255844334174592
2012-01-01,1.015759432055402,0.8196976943621204,0.07444403889038664,0.12120753245158694
2012-02-01,1.0177340947562348,0.6705390189299498,0.1944025955867401,0.09842911480294068
2012-03-01,1.0212738736143956,0.9008309542380744,0.3478097939726199,0.13359760814310143
2012-04-01,1.023285871014579,1.0722350246349155,0.19700860387847907,0.1597731791641292
2012-05-01,1.025192584964813,0.8938478625173607,0.1863324809071809,0.1325312016519446
2012-06-01,1.0263839364225447,1.0931879273915701,0.11620757652794911,0.16297295261719658
2012-07-01,1.0292859574487245,1.0710349093840055,0.28274224909392576,0.15958990637538573
2012-08-01,1.0251280823934559,0.8336746262547434,-0.403957231241614,0.12334198685844194
2012-09-01,1.0242316359063925,0.8385376733800021,-0.08744726658647117,0.12408463570634327
2012-10-01,1.0230170458256609,0.8683539223405035,-0.11858548771116473,0.12863795430863378
2012-11-01,1.0248258929225098,0.7961065148612168,0.1768149518358353,0.11760486074684837
2012-12-01,1.0259311633571142,1.0765812800598296,0.10784958130327649,0.1604369073783249
2013-01-01,1.0252310026021645,0.9324619834045311,-0.06824636778345328,0.13842806665262145
2013-02-01,1.0260041488462,0.8125947762363195,0.075411906397016,0.12012282695172342
2013-03-01,1.028218072697011,0.679954639203606,0.21578117917950834,0.09986699919278921
2013-04-01,1.032695067263929,0.9195080784239584,0.4354129426236364,0.1364498414037485
2013-05-01,1.0346718615777475,0.9246337470593335,0.19142091179498166,0.13723259588026057
2013-06-01,1.0355380190736905,0.8918770380460517,0.08371325519784811,0.1322302318103341
2013-07-01,1.0340628253490505,0.4640953144028348,-0.14245674204792502,0.0669025481515039
2013-08-01,1.0350756392448741,0.9703720951817818,0.09794510265677125,0.1442174205515287
2013-09-01,1.0341668095356287,0.9700123761988699,-0.0878032169618459,0.14416248690985367
2013-10-01,1.0335595397444084,1.0305296438378297,-0.05872068080515769,0.15340423964894925
2013-11-01,1.0342049573665277,0.9151861314970811,0.062446099842383695,0.1357898254048771
2013-12-01,1.0335710097615183,0.7446743677621104,-0.06129806287370476,0.10975052090509502
2014-01-01,1.0354202941332544,0.9938532394385469,0.1789218500007017,0.14780328848176474
2014-02-01,1.0356863001110825,0.9436756445644789,0.02569062817634471,0.14014053464371626
2014-03-01,1.0375953229336514,0.9119904119214706,0.18432442549101147,0.1353017985772702
2014-04-01,1.0396935076812237,0.6776870190574824,0.2022160953501606,0.09952070489507418
2014-05-01,1.0377411096048574,0.2966397503484597,-0.1877859255580594,0.04132996402544838
2014-06-01,1.0399341918056009,0.4245303070420148,0.21133230441052753,0.06086047075087458
2014-07-01,1.039388407640873,0.515015351221515,-0.052482567553646664,0.07467868227162615
2014-08-01,1.0381225051454432,0.2943616664374371,-0.12179301655894648,0.04098207177839279
2014-09-01,1.0372530400478175,0.2984267609182467,-0.0837536122486715,0.04160286315775306
2014-10-01,1.038490357172331,0.4770714446834745,0.1192878764140648,0.068884167485004
2014-11-01,1.0339360538274356,-0.026000991116581496,-0.4385503739578356,0.0
2014-12-01,1.036367486025038,0.27056450278777344,0.2351627248708299,0.03734794368698504
2015-01-01,1.032877619131223,-0.24556936119934925,-0.3367402915350315,0.03353086920145111
2015-02-01,1.0363373984824185,0.06286636902179676,0.3349650807716653,0.005629809813389207
2015-03-01,1.0388907049401233,0.12484462659385631,0.2463779133555999,0.015094674207104888
2015-04-01,1.041365634866902,0.1608288570934313,0.2382281326620772,0.020589921658918132
2015-05-01,1.0429799845741934,0.5048344833646246,0.15502237189704005,0.07312393489003395
2015-06-01,1.0438448153733477,0.37604529195804925,0.08291921340248809,0.053456195269856996
2015-07-01,1.0420585502468163,0.2568955538001072,-0.17112362874480702,0.03526052216787473
2015-08-01,1.0411297599822362,0.2896820772006814,-0.0891303338339311,0.04026743927210317
2015-09-01,1.0419499775205159,0.45282465236080593,0.07878149005111634,0.06518137540425177
2015-10-01,1.0392048243345953,0.06879863229638516,-0.2634630495845003,0.006535741500425066
2015-11-01,1.036819901152955,0.278919311774084,-0.22949500673914436,0.03862382876650485
2015-12-01,1.0369603431515977,0.05720529971791066,0.013545457459529509,0.004765292878197673
2016-01-01,1.0380227453596442,0.4981351258970035,0.10245350413475851,0.07210085821056555
2016-02-01,1.0417539378373921,0.5226617666124422,0.35945189972259595,0.0758463866829514
2016-03-01,1.0431972451614828,0.4145325587072035,0.13854589569268771,0.059333688038058455
2016-04-01,1.0460275313097904,0.44767143132049547,0.27130882116828126,0.06439441332677368
2016-05-01,1.0459408037992257,0.2838807329788917,-0.008291130775128774,0.03938150058147985
2016-06-01,1.0477296128153035,0.37216235447472545,0.17102392502330588,0.052863221569584666
2016-07-01,1.0485200683596814,0.6200724624671583,0.07544461230353239,0.09072223287289025
2016-08-01,1.0465277834691082,0.5184774938105763,-0.19000922831070577,0.0752073952655188
2016-09-01,1.046685162856336,0.45445419050618163,0.015038242626119747,0.06543022650421107
2016-10-01,1.0439989143670885,0.4613229192390378,-0.2566434095537362,0.06647916831962297
2016-11-01,1.0438573430187992,0.678752583550768,-0.01356048807532595,0.09968343008011153
2016-12-01,1.0439191964376913,0.6710819108996846,0.0059254666651353816,0.09851202127813487
2017-01-01,1.0436081643202633,0.5380825213693985,-0.02979465446074636,0.07820133111574126
2017-02-01,1.047994842282822,0.5990766359266653,0.42033764323949896,0.08751590441474189
2017-03-01,1.0487506910102438,0.5323485922263282,0.07212332512775976,0.07732568756091503
2017-04-01,1.0517379192602836,0.5459118215887626,0.2848368325900408,0.0793969643551529
2017-05-01,1.0542781003093011,0.7971097866907417,0.24152224641706965,0.11775807305368756
2017-06-01,1.0553930844352777,0.7314360046941859,0.10575806569912416,0.10772885530588067
2017-07-01,1.0560591675734428,0.719022881989817,0.06311232733928751,0.10583321435529722
2017-08-01,1.0545796690335099,0.7693905208814078,-0.14009617882797532,0.11352499032021977
2017-09-01,1.0533568333538514,0.6374094841765876,-0.11595479370269945,0.09336981552362658
2017-10-01,1.0531119295329554,0.8728950806803804,-0.023249844035877487,0.12933144666484198
2017-11-01,1.0503668125486685,0.6235976183339487,-0.2606671624643342,0.09126056879185489
